Language	ABS(Eigenvector)	Popfrom	Popto
jvn	5.72603282428869e-06	0.001	0.001
kaa	4.3449980483017e-05	0.001	0.001
kab	5.93940218200178e-05	0.001	0.001
kal	8.81257825835356e-05	0.001	0.001
kan	0.000258935820071206	0.001	0.001
kas	1.51877055688675e-05	0.001	0.001
kat	0.000163411501550887	0.001	0.001
kaz	0.000273371576251207	0.001	0.001
kbd	1.45932572020796e-05	0.001	0.001
kca	1.3191644928492e-06	0.001	0.001
khm	4.71947584214839e-05	0.001	0.001
kik	2.53128426147805e-05	0.001	0.001
kir	0.000134389882708355	0.001	0.001
kjh	3.29791123211844e-06	0.001	0.001
kom	9.06925588831008e-06	0.001	0.001
kor	0.046528893895958	0.001	0.001
krc	1.70666906261632e-05	0.001	0.001
krl	1.40161227365007e-06	0.001	0.001
kum	7.58519583385783e-06	0.001	0.001
lad	3.0375411137735e-05	0.001	0.001
lao	4.2791772144952e-05	0.001	0.001
lat	0.0202967474027038	0.001	0.001
lav	0.001842840317387	0.001	0.001
lbe	7.75009139546479e-06	0.001	0.001
lez	7.66764361466001e-06	0.001	0.001
lin	2.03190074647482e-05	0.001	0.001
lit	0.00499758220812581	0.001	0.001
mal	0.000280186465383823	0.001	0.001
mar	0.000333216293966634	0.001	0.001
mdf	9.89373369633448e-06	0.001	0.001
mga	2.27815583533032e-05	0.001	0.001
mkd	0.000652135785378358	0.001	0.001
mlg	4.32868656983013e-05	0.001	0.001
mlt	2.78441268762578e-05	0.001	0.001
mol	0.0019920695990801	0.001	0.001
mon	0.000469406926340486	0.001	0.001
mri	0.000911262334131871	0.001	0.001
msa	0.00991212006137335	0.001	0.001
mya	0.000588672335340044	0.001	0.001
myv	7.2554047106465e-06	0.001	0.001
nav	2.0250274091826e-05	0.001	0.001
nci	7.08759593213713e-05	0.001	0.001
nep	5.20510306779157e-05	0.001	0.001
nld	0.251345089545005	0.001	0.001
nog	4.03994125934326e-06	0.001	0.001
non	0.00011867315815447	0.001	0.001
nor	0.0840369771440765	0.001	0.001
oci	0.000906540333042304	0.001	0.001
oji	2.27885296637071e-05	0.001	0.001
ojp	1.07182115043875e-06	0.001	0.001
ori	0.000176292346441127	0.001	0.001
orv	8.4921214226766e-06	0.001	0.001
oss	2.01172585158595e-05	0.001	0.001
ota	1.77189898303487e-05	0.001	0.001
pal	1.51877055688701e-05	0.001	0.001
pan	0.000326782089620783	0.001	0.001
pcd	4.22010155037022e-05	0.001	0.001
pli	0.000296160258592863	0.001	0.001
pol	0.142573049373259	0.001	0.001
por	0.153926092750468	0.001	0.001
pro	0.000125040045936873	0.001	0.001
raj	2.02502740918234e-05	0.001	0.001
rcf	7.03350258394942e-05	0.001	0.001
roh	0.000454517659987113	0.001	0.001
ron	0.0121603649101501	0.001	0.001
rop	1.51877055688688e-05	0.001	0.001
rus	0.0325715219177098	0.001	0.001
sah	2.54763642680324e-05	0.001	0.001
san	0.00301207627906238	0.001	0.001
sco	3.2906695399211e-05	0.001	0.001
sga	2.27815583533032e-05	0.001	0.001
sin	7.47915419553208e-05	0.001	0.001
slk	0.00625500166847648	0.001	0.001
slv	0.0080213082716727	0.001	0.001
sme	4.53392721849469e-05	0.001	0.001
snd	3.54379796606896e-05	0.001	0.001
som	3.82997281997365e-05	0.001	0.001
spa	0.425243842410957	0.001	0.001
sqi	0.00140011875828715	0.001	0.001
srm	1.59056467341283e-05	0.001	0.001
srn	2.16316795584105e-05	0.001	0.001
sux	6.07508222754623e-05	0.001	0.001
swa	5.61569695855689e-05	0.001	0.001
swe	0.142106221372973	0.001	0.001
syr	0.000174658614041946	0.001	0.001
tab	5.68889687539207e-06	0.001	0.001
tam	0.000645156213630234	0.001	0.001
tat	8.90436032668854e-05	0.001	0.001
tbt	1.87560068905358e-05	0.001	0.001
tel	0.000201203055044165	0.001	0.001
tgk	8.79717821164545e-05	0.001	0.001
tha	0.00289426114306468	0.001	0.001
tkl	3.79692639221655e-05	0.001	0.001
tmh	3.28230120584317e-05	0.001	0.001
tuk	6.90912403126459e-05	0.001	0.001
tur	0.00489776549941909	0.001	0.001
tyv	1.55001827909114e-05	0.001	0.001
tzm	6.72090246910733e-05	0.001	0.001
udm	9.64639035392274e-06	0.001	0.001
uig	0.000277602265657745	0.001	0.001
ukr	0.001364193260541	0.001	0.001
urd	0.000795055413823099	0.001	0.001
uzb	0.000225494680495295	0.001	0.001
vie	0.000692664493971102	0.001	0.001
wbp	3.79692639221681e-05	0.001	0.001
xal	1.39336749556621e-05	0.001	0.001
xno	2.02502740918234e-05	0.001	0.001
yid	0.00148928119173266	0.001	0.001
ykg	1.31916449284789e-06	0.001	0.001
yor	3.54379796606883e-05	0.001	0.001
yrk	2.72077676649276e-06	0.001	0.001
zho	0.114019967536811	0.001	0.001
zul	8.60636648902427e-05	0.001	0.001
ssw	4.05005481836441e-05	0.001	0.001
xho	5.56882537525077e-05	0.001	0.001
smn	1.19448832371133e-06	0.001	0.001
beh	2.03190074647469e-05	0.001	0.001
box	3.59490132068513e-05	0.001	0.001
cme	2.50080091873776e-05	0.001	0.001
dos	1.71930063163247e-05	0.001	0.001
gng	2.1882008038958e-05	0.001	0.001
kzr	1.87560068905358e-05	0.001	0.001
las	1.40670051679025e-05	0.001	0.001
muy	1.40670051679038e-05	0.001	0.001
nnh	1.87560068905384e-05	0.001	0.001
wln	3.28230120584317e-05	0.001	0.001
wol	2.03190074647469e-05	0.001	0.001
xsm	3.12600114842219e-05	0.001	0.001
flr	2.92567689965675e-07	0.001	0.001
ife	7.1516546435649e-07	0.001	0.001
mif	4.55105295502305e-07	0.001	0.001
ted	2.27552647754406e-07	0.001	0.001
thd	3.25075211075864e-07	0.001	0.001
rom	1.48591855444692e-06	0.001	0.001
dyo	5.74860281520571e-07	0.001	0.001
epo	2.78058910747402e-06	0.001	0.001
new	9.9210100409922e-06	0.001	0.001
sma	2.12721477627226e-06	0.001	0.001
amh	2.22609008167253e-05	0.001	0.001
eve	9.89373369639175e-07	0.001	0.001
pus	2.16013185703013e-05	0.001	0.001
arg	2.58339130940451e-05	0.001	0.001
que	1.50697826381945e-05	0.001	0.001
kur	3.70502578868051e-05	0.001	0.001
rmu	3.95682365781774e-06	0.001	0.001
smj	7.19422483239388e-06	0.001	0.001
hmn	7.21542373300783e-06	0.001	0.001
hni	3.17478644252563e-06	0.001	0.001
iii	5.19510508776673e-06	0.001	0.001
kac	1.847148475649e-05	0.001	0.001
lhu	8.65850847960731e-06	0.001	0.001
lis	2.25121220469735e-05	0.001	0.001
nbf	5.48372203708559e-06	0.001	0.001
tiz	4.12722237527785e-05	0.001	0.001
wbm	7.79265763164814e-06	0.001	0.001
yiz	6.4072962749067e-05	0.001	0.001
zha	2.91503118813359e-05	0.001	0.001
