source	target	exposure
swe	ori	3
kor	ukr	5
bak	lit	2
dan	vie	14
cat	urd	2
mar	pan	1
eng	fin	28195
sme	swe	9
rus	ben	419
por	rus	203
peo	hun	3
pag	fil	1
ava	ces	1
deu	ita	7795
por	tuk	1
lat	ukr	21
heb	blw	1
rus	bul	3917
hau	pol	2
hin	mal	53
bel	kaz	11
tau	eng	1
egy	ita	3
mal	rus	3
heb	thd	1
fra	gng	14
guj	swe	1
deu	bre	9
deu	bod	4
roh	eng	2
lat	mlt	19
mni	ben	1
ces	slk	3771
ang	est	1
orv	kat	1
goh	jpn	1
vie	tgk	5
aze	fas	30
dan	yiz	1
mif	fra	1
ady	rus	71
grc	amm	1
non	swe	48
dag	eng	1
enm	hun	2
ita	tam	6
pal	fas	5
hun	uig	1
grc	mfh	1
deu	afr	9
com	eng	1
cre	eng	68
isl	rus	15
nld	spa	990
msa	cat	2
bod	zho	82
hin	mon	5
grc	thd	10
fao	dan	42
pol	fas	14
heb	maw	2
roh	est	1
dng	uzb	1
ang	spa	5
uig	eng	3
orv	mol	1
nci	ces	3
kat	kbd	2
grn	deu	3
fro	dan	2
heb	box	5
grc	nnw	4
bel	tel	1
car	fra	2
eng	gad	1
krc	tgk	1
grc	jmd	1
bel	hye	9
man	nld	2
hun	fin	102
deu	dar	1
ukr	gle	1
fra	byv	2
slv	est	2
dan	ben	3
nav	fra	1
tel	jpn	2
grc	fas	25
nus	eng	1
rus	tab	56
grc	gup	1
spa	slv	323
rus	kas	6
fra	vut	2
bul	ita	26
tgk	rus	281
san	aze	4
ukr	swa	1
zho	ben	12
ara	kan	1
kur	swe	19
zho	cat	26
deu	tyv	1
krc	kat	2
enf	fin	1
pol	tyv	1
msa	nor	4
kur	nld	4
mal	por	1
hin	mfe	1
ukr	mal	1
dan	msa	3
mon	alt	1
fin	nor	178
zho	asm	2
kjh	rus	26
non	slk	1
vls	slv	1
hye	oss	1
kir	uig	2
deu	yid	6
deu	sco	2
lit	slv	4
ben	spa	108
deu	jbj	1
deu	asm	17
san	zho	35
krc	tuk	1
deu	frr	1
yid	ell	1
deu	msa	137
fas	tgk	8
cop	swe	2
swe	spa	865
wln	fra	5
kaa	kaz	5
chz	eng	1
kat	tgk	8
mez	eng	1
ang	kan	1
sqi	ces	1
swe	sms	1
lat	est	36
deu	jpn	8817
ukr	pan	1
grc	ext	1
ang	fra	9
uzb	ell	1
ces	kir	5
est	jpn	15
rup	sqi	1
tam	fas	1
syr	hun	5
hye	aze	26
hun	ita	185
grc	car	2
kbd	kir	2
ita	cat	974
slv	fas	1
jpn	est	25
shh	eng	1
cat	zho	6
grc	fri	1
osx	deu	3
man	zho	1
mon	ukr	3
eus	ron	1
ron	sqi	27
ara	ell	50
chv	ukr	5
est	dan	7
ell	dan	29
hbs	slv	664
abk	tgk	1
glg	swe	1
swe	glg	17
kat	lit	12
fas	ces	11
bel	mkd	1
san	ces	43
deu	kum	1
tat	hye	1
orv	hye	1
cat	cym	4
lav	est	88
pro	swe	1
frm	glg	1
sru	eng	1
deu	roh	223
tuk	kir	8
mol	est	12
pol	ron	152
fas	asm	2
pan	kan	4
gag	eng	1
urd	aze	1
fra	gcf	19
hun	nor	41
orv	slk	1
gla	glg	1
swe	ben	8
mns	ukr	1
kjh	ukr	1
toh	deu	1
chm	deu	1
frr	eng	1
ava	kir	2
enf	spa	1
mdf	fin	1
ron	lit	8
chg	fra	2
gmh	mkd	1
lit	kaa	3
msa	bul	2
fas	slv	7
sog	fra	1
ang	fin	3
fas	lav	4
tat	bul	1
och	rus	6
nor	smj	9
pli	mar	5
enm	rus	5
frm	spa	14
mol	slk	10
gld	hin	1
rus	khm	204
akk	eng	31
hye	ara	13
bul	tam	2
gmh	nor	2
snd	ara	1
est	sin	1
swe	isl	582
eng	cre	48
eng	bkm	8
pro	eng	19
roh	pol	1
ell	spa	259
nep	hin	6
vls	eng	2
san	ben	170
bam	nld	1
mon	bul	14
spa	fro	1
enf	deu	1
ton	deu	2
pus	eng	7
fro	kor	2
eng	tso	8
eng	tah	3
psh	deu	1
afr	lit	1
hbs	kum	1
pdt	eng	2
uig	bod	1
hun	ukr	55
nep	fra	7
ita	tir	13
hye	kat	24
ben	tha	2
ell	tur	76
frp	fra	1
isl	kal	5
urd	pan	5
heb	moz	2
hin	pol	6
pia	eng	1
ori	ara	1
hye	eng	173
lit	heb	2
ara	mlt	2
eng	ckt	1
eus	spa	620
deu	hun	10207
eng	ipk	1
grc	iws	1
kaa	aze	1
yor	deu	2
nav	ita	1
grc	gng	2
yuk	eng	1
kca	eng	2
snk	fra	4
guj	mal	4
ara	mya	1
deu	ibo	1
mya	fra	5
arc	por	1
fas	krc	3
yid	ben	2
eng	hat	1
est	fin	394
arc	est	1
atj	cre	2
osp	eng	6
ara	pol	84
grc	ayt	2
mnw	mya	1
eng	tha	1080
mol	tgk	8
uzb	mol	8
kat	msa	1
otk	kaz	2
spa	sqi	139
nor	guj	1
eng	hun	27988
ang	jpn	3
arc	slv	1
kor	mol	1
kaz	ara	11
eng	amh	29
est	khm	1
lav	gle	1
fin	rom	1
sqi	swe	21
aze	uzb	17
aze	bel	7
eng	smo	90
dan	kat	5
cym	rus	1
tgk	lit	6
tam	asm	3
grc	suq	2
pus	deu	1
gez	nor	1
sux	hun	6
gmh	cat	1
ara	hoz	1
deu	kea	1
fas	bul	38
fin	mkd	1
hin	bul	19
mon	kir	3
dar	kir	1
isl	ron	2
sqi	nor	9
rus	kat	1316
lit	ori	2
spa	tat	1
kur	eng	9
grc	ifa	1
grc	ker	6
mkd	sqi	608
isl	sme	2
oji	nor	1
rup	ron	1
hun	fra	790
cjk	fra	1
jpn	swe	583
arc	rus	1
fra	bib	8
slk	por	3
yua	deu	1
hin	new	1
zul	eng	11
kaz	zho	12
fra	gsc	5
urd	snd	1
dan	hin	3
spa	tir	1
ava	vie	1
heb	isl	13
hbs	mol	4
djk	fra	1
del	eng	4
enm	jpn	3
cat	slv	23
oss	lav	1
hun	kat	25
ara	eng	1621
deu	frs	1
kal	eng	11
her	deu	1
slv	kat	3
fin	lav	54
abk	deu	1
snd	eng	14
eng	deu	183329
xal	est	2
car	nld	8
lav	tel	1
grc	kne	11
rus	fra	6093
nor	sqi	43
eus	deu	17
ukr	tel	4
ckt	ces	1
orv	ces	1
spa	dnk	1
swe	fin	5594
chm	hun	2
abq	eng	1
hun	ron	205
kaz	deu	34
nor	epo	4
ces	fin	103
fra	sco	3
fra	bbj	3
eng	hau	17
isl	eng	198
kbc	eng	1
ava	zho	1
isl	slk	4
kaz	ces	1
tel	dan	1
kor	pol	14
eng	tiy	1
heb	hye	1
est	kaa	2
dan	oss	2
est	tat	3
est	slv	1
kat	kaa	1
kok	mar	1
ces	ita	188
kir	por	1
hye	hin	4
fra	yor	5
kan	tel	26
kir	nep	2
uzb	pan	2
hun	aze	12
eng	sna	12
che	nor	2
cat	ukr	1
bel	vie	2
san	swe	9
fin	krl	1
deu	vie	28
fra	tir	5
ces	uzb	9
bul	kaa	1
eng	cat	6370
vie	lav	4
fas	est	6
grc	kbc	1
guj	pan	1
sux	fra	9
syr	deu	27
fra	bcw	4
fra	swa	7
frm	enm	2
bak	aze	3
heb	syb	1
ces	kat	13
mai	san	1
kom	ukr	4
fin	uzb	3
mon	lit	6
hin	awa	1
gle	dan	5
lit	hun	20
mlt	deu	1
chm	kaz	1
rus	vep	1
rus	spa	5830
bod	mon	7
fra	roh	23
kat	aze	40
srd	ita	2
tur	cos	1
nor	sme	66
pli	fas	4
iku	hun	1
eng	afr	740
ckt	rus	19
spa	ces	850
dua	nld	1
tem	eng	1
pli	dan	5
grc	kom	3
hbs	tuk	4
grc	syr	1
pol	kat	37
grc	arg	1
oci	fra	420
enm	ron	3
ron	fra	939
ben	kaz	4
kor	bul	18
vie	tur	6
hbs	rus	426
ady	ara	1
tkl	niu	11
ces	isl	27
cat	lat	2
ast	cat	4
eng	krc	2
grc	agq	3
rus	ukr	2127
oss	fra	2
mkd	tgk	1
eng	tsn	16
lat	sqi	38
grc	dbq	7
eng	sco	11
swe	kaz	3
grc	bak	2
eng	fil	115
hun	uzb	4
gia	eng	1
urd	dan	8
aka	eng	1
arc	nld	11
grc	nou	1
mol	hbs	1
dan	lit	163
fra	kzr	12
cos	ita	1
fra	sld	9
sme	deu	8
mol	gag	5
lit	hbs	11
gmh	rus	2
gld	ukr	2
oss	bel	1
kbd	ukr	1
ara	aaz	1
nsk	eng	1
mol	ron	1
pro	deu	12
car	eng	1
ben	eng	487
dan	slv	64
hin	mar	72
nld	kat	2
ara	amh	1
ykg	sah	4
fra	wci	3
deu	bul	2370
nor	swe	3001
fra	gna	5
inh	bel	1
orv	kaz	1
isl	nor	121
ita	fra	11610
grc	pbi	4
fra	kaz	39
spa	glg	823
est	lav	95
tyv	spa	1
ukr	bul	72
bre	ces	1
tkl	rar	10
mnc	fra	1
niv	kaz	1
grc	urd	3
ita	kaz	5
kbd	krc	1
spa	oci	3
urd	zho	1
vie	bul	9
hin	ron	5
amh	rus	9
kir	sin	2
cat	ces	27
sah	oss	1
eng	due	3
swg	eng	1
fra	cre	1
nio	rus	2
pol	hun	545
heb	mkd	2
hun	lit	66
wls	fra	1
chg	eng	4
lat	tir	2
grc	dnn	1
eng	war	1
fin	ron	12
zho	fra	1475
eng	mfe	3
spa	afr	1
bel	fin	2
kir	abk	1
nor	msa	5
vie	tir	2
gmh	nld	13
grc	drs	1
grc	gur	9
san	hin	508
bul	swe	10
deu	rcf	1
kir	hun	10
eus	slv	1
bra	mal	1
slk	swe	10
pol	hin	2
grc	yut	1
myv	ukr	1
slk	hun	1104
nor	mon	1
eng	bib	2
lat	deu	3656
grc	iku	6
eng	aze	67
rus	abq	8
cop	ell	1
nor	spa	317
hin	eng	361
nci	nld	3
ang	sqi	1
urd	mar	8
kas	ron	1
eng	rup	1
wol	eng	3
ell	fra	599
sme	dan	2
nog	deu	1
pro	cat	8
mon	ita	1
ces	pol	788
eng	xho	22
bua	eng	1
tat	abk	1
kir	hye	2
pro	hun	1
kor	ita	13
udm	uzb	1
fas	mkd	5
ach	hun	1
hun	hbs	413
zho	ita	160
eng	kan	208
pdt	fin	1
lit	ita	20
slv	slk	43
grc	chr	1
rus	tel	190
fro	jpn	11
grc	est	31
nld	msa	162
afr	naq	1
fra	daa	9
deu	khm	1
xal	lit	1
fin	ita	52
bel	ita	2
kir	kaz	21
rus	nor	538
osp	ita	1
san	raj	1
afr	tur	1
kur	tur	7
rus	vot	3
peo	fas	1
san	lit	10
mlt	por	1
spa	kjb	1
zho	pcc	3
swe	gla	1
spa	nor	445
heb	cme	3
epo	eng	5
mpu	eng	1
roh	deu	54
kha	eng	1
yaa	spa	3
rmr	eus	1
slv	hin	1
grc	mri	4
ukr	tuk	4
slv	bul	12
bak	lav	1
cat	wol	1
rus	hun	2528
gla	gle	8
swe	uzb	2
fra	dua	1
deu	mkd	273
san	ell	4
ell	glg	2
ron	tur	19
swe	bel	7
kat	est	13
dan	slk	55
plw	fil	1
ylr	eng	1
eng	tat	18
dak	spa	2
nld	heb	57
vie	hbs	1
akk	kat	2
rus	cat	159
ukr	fra	106
wol	fra	9
zho	tir	2
dan	tam	20
heb	swg	1
tuk	ukr	19
kaz	bul	4
oka	eng	1
deu	heb	517
eng	tpi	5
iku	eng	18
ara	som	1
bod	lit	9
grc	ape	1
fas	pan	4
lua	deu	1
uzb	fas	10
ces	ara	20
djk	nld	24
aze	slk	5
fra	heb	682
hin	asm	20
tgk	uzb	61
jpn	sin	16
bua	mon	1
smj	fin	1
snd	mal	1
fra	gmh	1
eng	hmn	5
spa	nld	1478
deu	tha	29
bdy	eng	1
ces	kur	2
mkd	mol	3
swe	som	18
aze	lav	3
syr	lat	2
san	mkd	8
heb	est	44
epo	nld	9
enm	fin	2
grc	seh	1
ces	ell	26
heb	kat	3
sme	gle	1
lit	hye	12
arc	glg	1
non	rus	3
heb	lef	2
eng	rar	33
mri	rar	7
rus	pus	262
lav	kat	4
ady	est	2
rus	bua	42
ava	kaa	1
akk	spa	15
heb	dan	81
asm	eng	35
mri	deu	2
fra	smn	1
msa	slk	1
ari	eng	3
fra	lua	8
heb	tha	1
ach	jpn	1
ita	tgk	2
lit	fra	47
cjo	spa	2
dan	sin	2
syr	ita	10
slh	spa	2
bel	ron	8
mua	fra	1
guj	mar	17
kaw	eng	1
ces	hye	22
tur	hye	1
pro	hbs	1
sat	fra	1
ron	uig	1
grc	amh	2
pli	slk	1
slv	cat	8
jpn	tha	33
bel	slk	19
udm	mol	1
orv	ara	1
bsk	deu	1
rus	mol	2183
uzb	fin	1
dan	uzb	4
ttc	fra	1
pol	bul	309
grc	kos	1
san	hye	4
eng	swe	48892
ang	slv	1
kbd	eng	1
pan	asm	5
eng	psi	3
nld	ita	252
egy	dan	2
arn	glg	1
orm	eng	2
aze	ben	2
srd	fra	1
deu	lin	2
tur	bak	2
urd	fin	4
lat	fas	6
zho	nld	259
bul	por	30
ell	yid	1
deu	sub	1
ckt	fra	4
grc	ipk	1
hin	por	8
glg	heb	1
tew	eng	2
zho	jpn	1830
spa	kat	23
ara	yor	1
fra	eus	534
grc	mkd	58
fas	bel	2
spa	usp	1
nld	slk	32
fra	wob	3
gld	ron	1
deu	ckt	2
grc	mgo	2
fra	tel	1
nap	eng	1
syr	est	2
msa	auu	1
ron	swe	51
nde	ces	1
tel	slk	1
mri	niu	5
vie	ces	8
msa	uzb	1
rus	oge	1
lit	vie	1
dng	est	1
msa	spa	12
eng	mal	453
udm	fin	3
pol	slk	484
ron	aze	6
hbs	mon	3
hye	spa	6
nor	pan	2
est	ita	22
nld	isl	65
eng	arw	1
afr	pol	1
kur	deu	20
cat	nld	73
tam	spa	4
kir	tur	10
ara	slk	23
tuk	pan	2
lat	fin	172
bak	tat	19
rus	alt	46
swe	epo	46
rus	mya	9
urd	ori	3
vls	nld	4
hin	urd	32
eng	haw	9
fra	daf	1
lit	kaz	8
tab	rus	13
zho	bay	2
rus	tuk	579
grc	sco	3
gil	eng	1
noo	eng	1
fra	mfe	4
eng	isl	3664
ita	spa	12497
rup	mkd	1
eng	tet	2
slk	pol	335
nld	tam	2
tuk	fas	3
xal	rus	136
mkd	mlt	1
tur	kaz	14
tgk	fas	16
fra	glg	322
pol	msa	2
grc	mvc	1
guj	kan	1
dan	fil	1
fra	khm	1
snd	deu	2
frm	nld	10
tam	mar	8
kaz	hin	5
nor	fas	22
jrb	deu	2
uzb	aze	18
eng	eus	926
ave	ita	1
ces	spa	444
bel	ukr	74
tyv	est	1
hye	uzb	9
zho	lit	14
hye	lit	16
ces	nld	313
egy	grc	1
bul	cat	4
hbs	pol	285
heb	ifa	1
ara	ady	1
ara	pus	2
orv	kir	1
che	rus	62
ton	eng	3
grn	fra	2
syr	swe	9
eng	tvl	1
zho	bul	67
fin	spa	140
snd	hin	6
mkd	nld	1
pli	jpn	42
que	spa	13
deu	lao	1
fra	mon	51
lat	bre	7
div	eng	1
aho	eng	1
lit	ces	30
gmh	eng	73
ram	por	1
ben	jpn	32
heb	ghs	1
srs	spa	1
fra	mya	7
khm	jpn	8
grc	ncu	2
grc	jnj	1
mlt	slk	3
eve	sah	2
dan	eng	4253
heb	por	78
cym	fra	18
hun	swe	80
kan	hin	64
mkd	epo	13
bul	est	22
ukr	est	29
heb	acf	1
deu	kor	1670
ben	tam	56
ces	sqi	19
afr	eng	121
glg	nor	1
cat	lav	3
kab	fra	38
spa	frr	1
est	aze	6
kir	tel	3
gle	ces	2
slk	kaz	15
swe	nld	1210
aze	kaa	1
eng	div	7
swe	tam	1
eng	ben	688
fro	enm	4
yua	fra	1
fra	tuk	1
hun	slv	53
lit	lao	2
tgk	kaz	7
spa	aze	8
pal	eng	6
fas	kaz	13
wls	eng	1
rus	asm	99
msa	urd	1
abk	kir	1
eng	gup	1
gag	ukr	1
kat	hbs	5
bel	hun	6
nci	hbs	3
ara	ces	38
spa	uzb	8
smo	eng	7
rom	rus	11
tuk	tgk	6
eng	kqy	1
ita	fro	1
ori	hin	82
spa	tca	2
yid	ukr	31
dum	jpn	1
fra	kat	85
mal	mol	1
lol	nld	1
dng	kaa	1
dar	est	1
ita	heb	143
rus	lav	1672
snd	tam	1
cat	est	4
rus	slv	222
uig	kir	1
grc	mpe	1
pap	eng	1
asm	tel	3
ben	sin	9
aym	spa	4
oss	ukr	5
cat	ast	6
jpn	tur	31
kir	deu	46
afr	nld	108
nor	isl	459
grc	ktb	2
xal	eng	1
ron	mol	3
ces	gsw	1
cat	pol	7
bul	fin	11
fao	swe	13
tmh	nld	3
heb	bim	4
hin	swe	5
heb	axk	1
grc	glg	25
slv	epo	3
hin	kir	1
cjs	rus	3
kaa	tat	1
aze	hin	3
grc	slm	3
enm	dan	1
deu	oci	2
epo	pol	3
deu	bel	59
jam	fra	1
tam	fra	32
grc	fao	3
cym	deu	29
mkd	nor	1
deu	mlt	1
mai	hin	8
fin	fas	7
ara	kab	1
ukr	bel	42
lav	epo	1
epo	lit	1
mon	pol	2
grc	sig	2
sot	eng	3
fin	tha	1
chs	eng	1
kom	rus	88
rom	tat	1
hin	ita	10
syr	tur	3
che	ukr	2
sme	fra	1
ara	rus	442
fra	ker	4
spa	cjo	1
uzb	ukr	19
fas	mol	6
eng	rom	18
eng	ntr	1
kor	fin	30
rus	udm	29
chu	slk	1
pro	oci	2
grc	ell	20
fra	yas	2
tel	mal	5
cat	fil	1
ita	fas	96
cym	bre	38
mal	hin	37
ces	dan	121
fro	nor	17
grc	hag	3
epo	jpn	8
san	vie	3
ukr	bak	5
nep	zho	1
slk	aze	3
bel	tuk	7
fas	aze	48
isl	lit	19
fin	cym	1
srn	eng	1
yrk	ces	1
tgk	aze	5
eng	mni	1
ckt	uzb	1
eng	ori	161
san	mar	101
des	eng	1
hun	rom	1
frm	dan	1
pcd	fra	18
tli	eng	2
zho	tam	7
ang	rus	1
pro	slv	1
eng	bcw	1
nen	eng	1
nci	fra	12
heb	car	1
hin	est	6
grc	por	293
fin	rus	411
lav	tgk	6
grc	mta	1
swe	deu	5019
rus	mlg	89
eng	tiz	1
ton	tkl	4
fra	axk	2
urd	nor	5
nav	deu	4
grc	xsb	1
est	ukr	31
est	ces	62
mol	guj	1
egy	swe	1
amh	heb	1
ben	hin	490
tuk	ben	1
evn	deu	4
fas	ell	14
heb	zho	46
slk	rom	1
est	bul	39
krc	kum	1
ara	mal	15
zho	duu	1
lao	kir	1
heb	sep	2
grc	tiw	4
pol	cym	1
tha	jpn	80
heb	oci	1
grc	xuo	5
kla	eng	1
rus	iku	10
ita	slv	1016
cos	deu	4
hun	slk	365
rus	est	2062
lit	aze	7
kat	ady	1
oma	eng	2
kat	abk	9
isl	mol	2
nld	asm	1
fra	bel	45
tnr	fra	1
deu	mya	3
akk	mkd	1
ara	asm	3
arc	fra	29
urd	hun	2
nld	lit	47
grc	acr	2
aee	deu	1
enm	por	1
ces	bul	276
rop	eng	6
hbs	fas	3
nor	mal	6
eng	mkw	1
ita	pro	1
ces	deu	3001
nld	pap	1
heb	swe	182
kur	ita	1
heb	pau	2
ast	arg	1
san	uzb	3
fro	pol	9
eng	ake	14
fra	vie	30
fra	lit	1250
ces	swe	208
heb	sld	2
ara	jpn	106
rus	ell	551
zho	slv	20
por	mal	3
kan	guj	8
grc	vie	4
ita	tat	1
san	deu	385
pus	rus	10
fil	eng	67
arn	deu	1
hbs	ron	359
lat	kat	8
heb	mbb	1
ara	fun	1
osx	eng	2
heb	pro	1
por	kir	3
heb	lob	1
mon	rus	65
spa	frs	1
grc	agt	2
lat	ell	77
swe	rmu	11
fra	flr	2
jpn	hye	2
mlt	ron	1
isl	jpn	10
uzb	ara	17
mar	swe	1
asm	urd	2
mkd	ukr	7
hlb	hin	1
bul	lav	20
eng	bem	1
awa	eng	1
yiz	zho	2
fra	slk	1311
iku	rus	20
ndo	deu	1
pli	vie	1
kor	est	1
dan	zho	263
grc	kmb	1
por	pol	148
fra	chv	1
rus	sin	201
ben	vie	1
grc	rmr	1
tur	ell	106
deu	cag	1
gla	fin	1
tur	pol	21
tuk	mol	8
swe	fao	93
heb	xed	1
eng	kur	19
aze	deu	28
eng	yid	17
lat	lit	105
grc	zho	225
kok	kan	1
cor	eng	8
jpn	bul	97
eng	gbr	1
ltz	fra	2
nld	ben	4
hye	ita	7
mau	nld	1
uzb	krc	1
orv	pol	2
heb	efi	1
est	hbs	2
lit	fin	12
heb	gup	1
bod	ita	25
mri	tkl	13
rus	mon	493
fas	spa	128
mar	uzb	1
pol	deu	2933
uzb	pus	2
glg	hbs	1
pli	asm	1
msa	sqi	1
deu	dan	4792
fra	ben	72
grc	que	2
deu	mol	100
lat	eng	2556
grc	abi	4
sux	deu	21
grc	daa	2
lad	deu	7
jvn	nld	9
nor	nld	508
eus	jpn	3
isl	glg	2
msa	zho	18
dzo	deu	1
tgk	ukr	19
jpn	mal	9
kaz	chv	1
grc	deu	2729
gla	bre	1
lit	amh	1
ita	mlt	14
rus	yrk	4
heb	kdh	4
vie	dan	3
hin	ell	1
mlt	mkd	1
kal	fra	1
pro	ron	3
grc	yka	1
rus	tam	411
pal	ita	1
bal	deu	1
fas	uig	5
bul	zho	16
grc	nld	453
bua	pol	1
ukr	eng	411
fas	ben	16
fra	mif	9
grc	ife	22
kan	rus	1
nor	kur	3
oss	eng	1
fin	kir	2
eng	bik	1
pol	csb	1
nld	eus	24
nor	fra	570
mlg	ces	2
fan	spa	3
pli	swe	5
pol	mlt	2
fin	smn	6
mnc	bul	1
cop	hat	1
sqi	pan	1
fra	bre	225
ava	fas	1
slk	est	11
eng	cym	2210
jpn	slv	34
heb	gsw	1
ave	nld	1
grc	csb	2
heb	ncu	1
zho	isl	9
jpn	tel	3
non	mkd	1
lav	jpn	3
mdf	hun	2
vie	fra	167
pus	kir	2
eng	lef	1
ell	bul	133
swa	rus	5
fra	iku	6
yid	swe	60
hun	gsw	1
eng	tam	679
ckt	kaz	1
niu	mri	1
mon	deu	28
eng	gmh	1
kbd	oss	1
spa	knj	1
deu	mar	18
jpn	msa	31
tam	glg	1
lit	tam	3
lkt	deu	1
bua	kir	2
zho	ell	47
gnd	fra	1
nor	sin	4
tur	kir	4
tuk	kat	2
bod	san	1
ori	pan	1
urd	ara	38
enf	rus	1
hbs	ukr	190
afr	her	1
fin	hye	1
por	sco	1
egy	msa	1
heb	nko	1
ces	hin	4
fra	gle	2
gmh	jpn	8
dan	fin	750
sux	tur	1
deu	kur	17
frm	rus	4
tur	uig	12
sin	dan	1
ben	lit	13
zho	bca	2
eng	mar	352
mni	eng	3
eng	fri	31
kgs	eng	1
deu	grn	1
pol	ben	5
grc	wim	5
por	eus	15
chg	tur	3
deu	fas	434
ces	kor	29
lav	pol	23
afr	por	1
fin	dan	185
uzb	rus	518
heb	kyq	1
ron	pol	62
spa	tgk	8
swa	eng	13
eng	sin	302
kjh	est	1
nci	nor	1
pjt	eng	2
sqi	fin	1
pal	jpn	1
sqi	hbs	62
niv	rus	7
kaz	kir	20
ita	rus	1047
ben	tel	19
nor	bod	2
zho	zha	101
nor	sma	10
nor	tam	3
pia	spa	1
syr	eng	69
eng	pwm	1
hin	fas	4
msa	mal	1
ces	epo	23
cme	fra	3
gmh	slk	1
che	ava	1
som	ita	2
fra	pdc	1
heb	lav	3
bak	kaz	9
kir	jpn	3
san	pan	10
tam	mal	48
kum	ukr	2
eng	dak	9
fra	dyu	3
pli	bul	3
rus	amh	270
osp	spa	6
eng	ang	2
nor	ita	99
kaz	ben	1
eng	bel	98
asm	ori	13
oss	rus	136
ell	nor	15
hop	eng	15
ben	bul	8
bul	sin	1
cro	eng	2
orv	chv	1
kaz	bel	8
eng	tkl	57
abk	rus	106
kas	deu	1
hbs	por	38
ces	lat	20
zho	doc	5
spa	tuk	2
enm	nld	4
mhu	eng	1
kir	bel	4
mol	eng	655
oss	lit	1
lat	lav	12
sqi	lav	2
tmh	deu	1
ukr	ces	60
grc	jpn	230
tur	hin	3
isl	fin	76
grc	kek	2
slk	cat	1
gle	nor	4
ita	frm	1
pan	pol	2
mol	rus	1869
mkd	slk	8
snd	mar	1
fro	sin	2
mau	ces	1
grc	khm	1
kur	bul	1
mol	tuk	2
rus	lat	3
bel	slv	2
lat	rus	247
cym	ben	1
heb	wsk	1
cat	bre	11
tuk	guj	1
oci	bre	1
por	sqi	29
nld	sqi	21
fra	jgo	2
grc	gnd	5
eng	enm	1
ara	nor	83
kor	eng	259
ell	ukr	21
chu	ron	2
raj	deu	1
rus	kjh	14
kir	ben	4
tkl	eng	15
chu	fra	9
ron	mon	1
san	ita	56
dng	rus	6
eus	ast	12
rus	swa	282
dar	rus	61
fra	sqi	779
hun	dan	37
urd	brh	1
arc	dan	5
kir	tuk	7
hin	deu	107
akk	hbs	5
deu	ben	72
spa	bel	14
kir	rus	366
esu	eng	2
tgk	hye	4
ita	mon	17
fra	enm	1
dan	spa	1174
spa	ita	2684
tat	fas	2
san	fin	20
kat	pol	10
por	nld	310
smo	niu	16
hye	bel	7
ukr	ben	3
see	eng	3
tam	nld	4
hbs	aze	3
krc	kaz	1
rus	bre	4
bel	ara	14
jpn	ori	2
ben	hye	1
bel	hbs	10
niu	ton	7
fra	kqk	1
kut	spa	1
gez	eng	8
heb	nay	1
fas	mon	3
kor	swe	54
jpn	hin	11
sga	fra	1
slk	kor	1
nld	ron	43
nys	eng	1
kir	lao	1
kik	deu	2
heb	fas	8
rus	myv	30
chu	eng	11
fra	nnh	12
rus	tha	20
yid	por	3
ukr	por	2
ron	nld	21
hmn	eng	5
ast	eus	3
bua	est	2
hbs	cat	12
bul	gle	1
urd	tam	27
ara	heb	24
kor	afr	1
heb	grc	5
deu	sin	23
bul	ukr	81
hin	hun	24
tel	eng	73
spa	hin	12
ces	est	92
eng	bnc	11
hun	rus	951
sux	ara	1
ava	uzb	3
hun	est	93
grc	ces	171
tam	pan	1
lac	fra	1
tat	rus	349
heb	ibg	1
ben	kor	3
fra	lin	6
fra	lem	2
cak	spa	1
ita	por	3185
rus	rut	1
ell	sco	2
epo	rus	2
eus	eng	98
kat	kaz	5
xal	ces	1
san	kan	114
kjh	kir	1
swe	khm	1
amh	ita	5
eng	idd	1
nld	ltz	1
moh	cay	2
fin	kor	3
guj	asm	2
eng	snd	5
fra	yam	1
gmh	tur	1
tat	deu	1
gux	deu	1
grc	bar	1
ukr	pol	175
grc	sep	3
heb	fao	1
tam	sin	5
slk	hbs	92
pli	ita	9
mxp	spa	1
zho	lis	78
fra	tur	1910
grc	udl	1
bak	mol	2
lit	lav	82
tgk	kaa	3
que	ita	1
bkc	fra	3
mdf	fra	1
ori	zho	1
rus	ast	2
pli	rus	10
fon	fra	1
fra	oku	1
inh	ukr	4
eng	tbl	10
spa	cym	5
aze	hye	35
lat	ben	3
san	mnc	1
bul	nld	23
ska	deu	1
pan	nld	1
kom	mol	1
yor	eng	14
eng	yiz	1
uig	deu	4
gsw	eng	1
grc	etr	1
fro	por	8
eng	akc	1
jrb	spa	1
eng	tpm	1
bod	vie	2
hun	bul	196
nor	vie	1
grc	kaz	5
tyv	mon	1
crs	rus	2
heb	deu	2107
deu	uzb	44
pol	hye	19
rus	lao	212
arn	eng	1
vie	slk	3
lit	eng	409
rus	dan	638
slv	eus	1
raj	eng	8
sms	sme	1
eng	san	15
hun	ces	283
epo	swe	2
hun	eus	4
egy	por	3
fra	cym	31
doi	mal	1
vie	fin	3
afr	ben	2
zho	kor	646
wbp	eng	15
hun	epo	37
itl	rus	3
dga	eng	1
san	isl	1
tel	ben	6
tam	hbs	1
ell	zho	25
uig	kaa	3
alq	fra	1
bra	eng	4
heb	sah	1
eng	uzb	53
deu	kaa	8
bod	slk	1
ibo	spa	1
kir	slv	1
lav	hun	12
