Final_Code	Final_Name	Status	Partner_Agency	639_3	639_2	639_2_B	639_1	Common_Twitter_Wiki_Code	Twitter_CLD_Only_Code	Wiki_Only_Code	Reference_Name	Element_Scope	Language_Type	Documentation
omu	Omurano	A	SIL	omu							Omurano	I	E	SIL
omw	South Tairora	A	SIL	omw							South Tairora	I	L	SIL
omx	Old Mon	A	LL	omx							Old Mon	I	H	
ona	Ona	A	SIL	ona							Ona	I	L	SIL
onb	Lingao	A	SIL	onb							Lingao	I	L	SIL
one	Oneida	A	SIL	one							Oneida	I	L	SIL
ong	Olo	A	SIL	ong							Olo	I	L	SIL
oni	Onin	A	SIL	oni							Onin	I	L	SIL
onj	Onjob	A	SIL	onj							Onjob	I	L	SIL
onk	Kabore One	A	SIL	onk							Kabore One	I	L	SIL
onn	Onobasulu	A	SIL	onn							Onobasulu	I	L	SIL
ono	Onondaga	A	SIL	ono							Onondaga	I	L	SIL
onp	Sartang	A	SIL	onp							Sartang	I	L	SIL
onr	Northern One	A	SIL	onr							Northern One	I	L	SIL
ons	Ono	A	SIL	ons							Ono	I	L	SIL
ont	Ontenu	A	SIL	ont							Ontenu	I	L	SIL
onu	Unua	A	SIL	onu							Unua	I	L	SIL
onw	Old Nubian	A	LL	onw							Old Nubian	I	H	
onx	Onin Based Pidgin	A	SIL	onx							Onin Based Pidgin	I	L	SIL
ood	Tohono O'odham	A	SIL	ood							Tohono O'odham	I	L	SIL
oog	Ong	A	SIL	oog							Ong	I	L	SIL
oon	Önge	A	SIL	oon							Önge	I	L	SIL
oor	Oorlams	A	SIL	oor							Oorlams	I	L	SIL
oos	Old Ossetic	A	LL	oos							Old Ossetic	I	A	
opa	Okpamheri	A	SIL	opa							Okpamheri	I	L	SIL
ope	Old Persian	R	LL	ope							Old Persian	I	A	
opk	Kopkaka	A	SIL	opk							Kopkaka	I	L	SIL
opm	Oksapmin	A	SIL	opm							Oksapmin	I	L	SIL
opo	Opao	A	SIL	opo							Opao	I	L	SIL
opt	Opata	A	SIL	opt							Opata	I	E	SIL
opy	Ofayé	A	SIL	opy							Ofayé	I	L	SIL
ora	Oroha	A	SIL	ora							Oroha	I	L	SIL
ore	Orejón	A	SIL	ore							Orejón	I	L	SIL
org	Oring	A	SIL	org							Oring	I	L	SIL
orh	Oroqen	A	SIL	orh							Oroqen	I	L	SIL
ori	Oriya (macrolanguage)	A	JAC	ori	ori		or	or			Oriya (macrolanguage)	M	L	SIL
ori	Oriya macrolanguage	A	SIL	ory							Oriya (individual language)	I	L	
ori	Oriya macrolanguage	A	SIL	spv							Sambalpuri	I	L	
ork	Orokaiva	R	SIL	ork							Orokaiva	I	L	
orm	Oromo	A	SIL	gax							Borana-Arsi-Guji Oromo	I	L	SIL
orm	Oromo	A	SIL	gaz							West Central Oromo	I	L	SIL
orm	Oromo	A	SIL	hae							Eastern Oromo	I	L	SIL
orm	Oromo	A	SIL	orc							Orma	I	L	SIL
orm	Oromo	A	JAC	orm	orm		om	om			Oromo	M	L	
oro	Orokolo	A	SIL	oro							Orokolo	I	L	SIL
orr	Oruma	A	SIL	orr							Oruma	I	L	SIL
ort	Adivasi Oriya	A	SIL	ort							Adivasi Oriya	I	L	SIL
oru	Ormuri	A	SIL	oru							Ormuri	I	L	SIL
orv	Old Russian	A	LL	orv							Old Russian	I	H	
orw	Oro Win	A	SIL	orw							Oro Win	I	L	SIL
orx	Oro	A	SIL	orx							Oro	I	L	SIL
orz	Ormu	A	SIL	orz							Ormu	I	L	SIL
osa	Osage	A	JAC	osa	osa						Osage	I	L	SIL
osc	Oscan	A	LL	osc							Oscan	I	A	
osi	Osing	A	SIL	osi							Osing	I	L	SIL
oso	Ososo	A	SIL	oso							Ososo	I	L	SIL
osp	Old Spanish	A	LL	osp							Old Spanish	I	H	
oss	Ossetian	A	JAC	oss	oss		os			os	Ossetian	I	L	SIL
ost	Osatu	A	SIL	ost							Osatu	I	L	SIL
osu	Southern One	A	SIL	osu							Southern One	I	L	SIL
osx	Old Saxon	A	LL	osx							Old Saxon	I	H	
ota	Ottoman Turkish (1500-1928)	A	JAC	ota	ota						Ottoman Turkish (1500-1928)	I	H	
otb	Old Tibetan	A	LL	otb							Old Tibetan	I	H	
otd	Ot Danum	A	SIL	otd							Ot Danum	I	L	SIL
ote	Mezquital Otomi	A	SIL	ote							Mezquital Otomi	I	L	SIL
oti	Oti	A	SIL	oti							Oti	I	E	SIL
otk	Old Turkish	A	LL	otk							Old Turkish	I	H	
otl	Tilapa Otomi	A	SIL	otl							Tilapa Otomi	I	L	SIL
otm	Eastern Highland Otomi	A	SIL	otm							Eastern Highland Otomi	I	L	SIL
otn	Tenango Otomi	A	SIL	otn							Tenango Otomi	I	L	SIL
otq	Querétaro Otomi	A	SIL	otq							Querétaro Otomi	I	L	SIL
otr	Otoro	A	SIL	otr							Otoro	I	L	SIL
ots	Estado de México Otomi	A	SIL	ots							Estado de México Otomi	I	L	SIL
ott	Temoaya Otomi	A	SIL	ott							Temoaya Otomi	I	L	SIL
otu	Otuke	A	SIL	otu							Otuke	I	E	SIL
otx	Texcatepec Otomi	A	SIL	otx							Texcatepec Otomi	I	L	SIL
oty	Old Tamil	A	LL	oty							Old Tamil	I	A	
otz	Ixtenco Otomi	A	SIL	otz							Ixtenco Otomi	I	L	SIL
oua	Tagargrent	A	SIL	oua							Tagargrent	I	L	SIL
oub	Glio-Oubi	A	SIL	oub							Glio-Oubi	I	L	SIL
oue	Oune	A	SIL	oue							Oune	I	L	SIL
oui	Old Uighur	A	LL	oui							Old Uighur	I	H	
oum	Ouma	A	SIL	oum							Ouma	I	E	SIL
oun	!O!ung	A	SIL	oun							!O!ung	I	L	SIL
owi	Owiniga	A	SIL	owi							Owiniga	I	L	SIL
owl	Old Welsh	A	LL	owl							Old Welsh	I	H	
oyb	Oy	A	SIL	oyb							Oy	I	L	SIL
oyd	Oyda	A	SIL	oyd							Oyda	I	L	SIL
oym	Wayampi	A	SIL	oym							Wayampi	I	L	SIL
oyy	Oya'oya	A	SIL	oyy							Oya'oya	I	L	SIL
ozm	Koonzime	A	SIL	ozm							Koonzime	I	L	SIL
pab	Parecís	A	SIL	pab							Parecís	I	L	SIL
pac	Pacoh	A	SIL	pac							Pacoh	I	L	SIL
pad	Paumarí	A	SIL	pad							Paumarí	I	L	SIL
pae	Pagibete	A	SIL	pae							Pagibete	I	L	SIL
paf	Paranawát	A	SIL	paf							Paranawát	I	E	SIL
pag	Pangasinan	A	JAC	pag	pag						Pangasinan	I	L	SIL
pah	Tenharim	A	SIL	pah							Tenharim	I	L	SIL
pai	Pe	A	SIL	pai							Pe	I	L	SIL
paj	Ipeka-Tapuia	R	SIL	paj							Ipeka-Tapuia	I	L	
pak	Parakanã	A	SIL	pak							Parakanã	I	L	SIL
pal	Pahlavi	A	JAC	pal	pal						Pahlavi	I	A	
pam	Pampanga	A	JAC	pam	pam						Pampanga	I	L	SIL
pan	Panjabi	A	JAC	pan	pan		pa	pa			Panjabi	I	L	SIL
pao	Northern Paiute	A	SIL	pao							Northern Paiute	I	L	SIL
pap	Papiamento	A	JAC	pap	pap						Papiamento	I	L	SIL
paq	Parya	A	SIL	paq							Parya	I	L	SIL
par	Panamint	A	SIL	par							Panamint	I	L	SIL
pas	Papasena	A	SIL	pas							Papasena	I	L	SIL
pat	Papitalai	A	SIL	pat							Papitalai	I	L	SIL
pau	Palauan	A	JAC	pau	pau						Palauan	I	L	SIL
pav	Pakaásnovos	A	SIL	pav							Pakaásnovos	I	L	SIL
paw	Pawnee	A	SIL	paw							Pawnee	I	L	SIL
pax	Pankararé	A	SIL	pax							Pankararé	I	E	SIL
pay	Pech	A	SIL	pay							Pech	I	L	SIL
paz	Pankararú	A	SIL	paz							Pankararú	I	E	SIL
pbb	Páez	A	SIL	pbb							Páez	I	L	SIL
pbc	Patamona	A	SIL	pbc							Patamona	I	L	SIL
pbe	Mezontla Popoloca	A	SIL	pbe							Mezontla Popoloca	I	L	SIL
pbf	Coyotepec Popoloca	A	SIL	pbf							Coyotepec Popoloca	I	L	SIL
pbg	Paraujano	A	SIL	pbg							Paraujano	I	E	SIL
pbh	E'ñapa Woromaipu	A	SIL	pbh							E'ñapa Woromaipu	I	L	SIL
pbi	Parkwa	A	SIL	pbi							Parkwa	I	L	SIL
pbl	Mak (Nigeria)	A	SIL	pbl							Mak (Nigeria)	I	L	SIL
pbn	Kpasam	A	SIL	pbn							Kpasam	I	L	SIL
pbo	Papel	A	SIL	pbo							Papel	I	L	SIL
pbp	Badyara	A	SIL	pbp							Badyara	I	L	SIL
pbr	Pangwa	A	SIL	pbr							Pangwa	I	L	SIL
pbs	Central Pame	A	SIL	pbs							Central Pame	I	L	SIL
pbv	Pnar	A	SIL	pbv							Pnar	I	L	SIL
pby	Pyu	A	SIL	pby							Pyu	I	L	SIL
pbz	Palu	R	SIL	pbz							Palu	I	L	
pca	Santa Inés Ahuatempan Popoloca	A	SIL	pca							Santa Inés Ahuatempan Popoloca	I	L	SIL
pcb	Pear	A	SIL	pcb							Pear	I	L	SIL
pcc	Bouyei	A	SIL	pcc							Bouyei	I	L	SIL
pcd	Picard	A	SIL	pcd							Picard	I	L	SIL
pce	Ruching Palaung	A	SIL	pce							Ruching Palaung	I	L	SIL
pcf	Paliyan	A	SIL	pcf							Paliyan	I	L	SIL
pcg	Paniya	A	SIL	pcg							Paniya	I	L	SIL
pch	Pardhan	A	SIL	pch							Pardhan	I	L	SIL
pci	Duruwa	A	SIL	pci							Duruwa	I	L	SIL
pcj	Parenga	A	SIL	pcj							Parenga	I	L	SIL
pck	Paite Chin	A	SIL	pck							Paite Chin	I	L	SIL
pcl	Pardhi	A	SIL	pcl							Pardhi	I	L	SIL
pcm	Nigerian Pidgin	A	SIL	pcm							Nigerian Pidgin	I	L	SIL
pcn	Piti	A	SIL	pcn							Piti	I	L	SIL
pcp	Pacahuara	A	SIL	pcp							Pacahuara	I	L	SIL
pcr	Panang	A	SIL	pcr							Panang	I	L	SIL
pcw	Pyapun	A	SIL	pcw							Pyapun	I	L	SIL
pda	Anam	A	SIL	pda							Anam	I	L	SIL
pdc	Pennsylvania German	A	SIL	pdc							Pennsylvania German	I	L	SIL
pdi	Pa Di	A	SIL	pdi							Pa Di	I	L	SIL
pdn	Podena	A	SIL	pdn							Podena	I	L	SIL
pdo	Padoe	A	SIL	pdo							Padoe	I	L	SIL
pdt	Plautdietsch	A	SIL	pdt							Plautdietsch	I	L	SIL
pdu	Kayan	A	SIL	pdu							Kayan	I	L	SIL
pea	Peranakan Indonesian	A	SIL	pea							Peranakan Indonesian	I	L	SIL
peb	Eastern Pomo	A	SIL	peb							Eastern Pomo	I	E	SIL
pec	Southern Pesisir	R	SIL	pec							Southern Pesisir	I	L	
ped	Mala (Papua New Guinea)	A	SIL	ped							Mala (Papua New Guinea)	I	L	SIL
pee	Taje	A	SIL	pee							Taje	I	L	SIL
pef	Northeastern Pomo	A	SIL	pef							Northeastern Pomo	I	E	SIL
peg	Pengo	A	SIL	peg							Pengo	I	L	SIL
peh	Bonan	A	SIL	peh							Bonan	I	L	SIL
pei	Chichimeca-Jonaz	A	SIL	pei							Chichimeca-Jonaz	I	L	SIL
pej	Northern Pomo	A	SIL	pej							Northern Pomo	I	E	SIL
pek	Penchal	A	SIL	pek							Penchal	I	L	SIL
pem	Phende	A	SIL	pem							Phende	I	L	SIL
pen	Penesak	R	SIL	pen							Penesak	I	L	
peo	Old Persian (ca. 600-400 B.C.)	A	JAC	peo	peo						Old Persian (ca. 600-400 B.C.)	I	H	
pep	Kunja	A	SIL	pep							Kunja	I	L	SIL
peq	Southern Pomo	A	SIL	peq							Southern Pomo	I	L	SIL
pev	Pémono	A	SIL	pev							Pémono	I	L	SIL
pex	Petats	A	SIL	pex							Petats	I	L	SIL
pey	Petjo	A	SIL	pey							Petjo	I	L	SIL
pez	Eastern Penan	A	SIL	pez							Eastern Penan	I	L	SIL
pfa	Pááfang	A	SIL	pfa							Pááfang	I	L	SIL
pfe	Peere	A	SIL	pfe							Peere	I	L	SIL
pfl	Pfaelzisch	A	SIL	pfl							Pfaelzisch	I	L	SIL
pgg	Pangwali	A	SIL	pgg							Pangwali	I	L	SIL
pgi	Pagi	A	SIL	pgi							Pagi	I	L	SIL
pgk	Rerep	A	SIL	pgk							Rerep	I	L	SIL
pgl	Primitive Irish	A	LL	pgl							Primitive Irish	I	A	
pgn	Paelignian	A	LL	pgn							Paelignian	I	A	
pgs	Pangseng	A	SIL	pgs							Pangseng	I	L	SIL
pgu	Pagu	A	SIL	pgu							Pagu	I	L	SIL
pgy	Pongyong	R	SIL	pgy							Pongyong	I	L	
pha	Pa-Hng	A	SIL	pha							Pa-Hng	I	L	SIL
phd	Phudagi	A	SIL	phd							Phudagi	I	L	SIL
phg	Phuong	A	SIL	phg							Phuong	I	L	SIL
phh	Phukha	A	SIL	phh							Phukha	I	L	SIL
phk	Phake	A	SIL	phk							Phake	I	L	SIL
phl	Phalura	A	SIL	phl							Phalura	I	L	SIL
phm	Phimbi	A	SIL	phm							Phimbi	I	L	SIL
phn	Phoenician	A	JAC	phn	phn						Phoenician	I	A	LL
pho	Phunoi	A	SIL	pho							Phunoi	I	L	SIL
phq	Phana'	A	SIL	phq							Phana'	I	L	SIL
pht	Phu Thai	A	SIL	pht							Phu Thai	I	L	SIL
phu	Phuan	A	SIL	phu							Phuan	I	L	SIL
phv	Pahlavani	A	SIL	phv							Pahlavani	I	L	SIL
phw	Phangduwali	A	SIL	phw							Phangduwali	I	L	SIL
pia	Pima Bajo	A	SIL	pia							Pima Bajo	I	L	SIL
pib	Yine	A	SIL	pib							Yine	I	L	SIL
pic	Pinji	A	SIL	pic							Pinji	I	L	SIL
pid	Piaroa	A	SIL	pid							Piaroa	I	L	SIL
pie	Piro	A	SIL	pie							Piro	I	E	SIL
pif	Pingelapese	A	SIL	pif							Pingelapese	I	L	SIL
pig	Pisabo	A	SIL	pig							Pisabo	I	L	SIL
pih	Pitcairn-Norfolk	A	SIL	pih							Pitcairn-Norfolk	I	L	SIL
pii	Pini	A	SIL	pii							Pini	I	L	SIL
pij	Pijao	A	SIL	pij							Pijao	I	E	SIL
pil	Yom	A	SIL	pil							Yom	I	L	SIL
pim	Powhatan	A	SIL	pim							Powhatan	I	E	SIL
pin	Piame	A	SIL	pin							Piame	I	L	SIL
pio	Piapoco	A	SIL	pio							Piapoco	I	L	SIL
pip	Pero	A	SIL	pip							Pero	I	L	SIL
pir	Piratapuyo	A	SIL	pir							Piratapuyo	I	L	SIL
pis	Pijin	A	SIL	pis							Pijin	I	L	SIL
pit	Pitta Pitta	A	SIL	pit							Pitta Pitta	I	E	SIL
piu	Pintupi-Luritja	A	SIL	piu							Pintupi-Luritja	I	L	SIL
piv	Pileni	A	SIL	piv							Pileni	I	L	SIL
piw	Pimbwe	A	SIL	piw							Pimbwe	I	L	SIL
pix	Piu	A	SIL	pix							Piu	I	L	SIL
piy	Piya-Kwonci	A	SIL	piy							Piya-Kwonci	I	L	SIL
piz	Pije	A	SIL	piz							Pije	I	L	SIL
pjt	Pitjantjatjara	A	SIL	pjt							Pitjantjatjara	I	L	SIL
pka	Ardhamāgadhī Prākrit	A	LL	pka							Ardhamāgadhī Prākrit	I	H	
pkb	Pokomo	A	SIL	pkb							Pokomo	I	L	SIL
pkc	Paekche	A	LL	pkc							Paekche	I	E	
pkg	Pak-Tong	A	SIL	pkg							Pak-Tong	I	L	SIL
pkh	Pankhu	A	SIL	pkh							Pankhu	I	L	SIL
pkn	Pakanha	A	SIL	pkn							Pakanha	I	L	SIL
pkp	Pukapuka	A	SIL	pkp							Pukapuka	I	L	SIL
pkr	Attapady Kurumba	A	SIL	pkr							Attapady Kurumba	I	L	SIL
pks	Pakistan Sign Language	A	SIL	pks							Pakistan Sign Language	I	L	SIL
pkt	Maleng	A	SIL	pkt							Maleng	I	L	SIL
pku	Paku	A	SIL	pku							Paku	I	L	SIL
pla	Miani	A	SIL	pla							Miani	I	L	SIL
plb	Polonombauk	A	SIL	plb							Polonombauk	I	L	SIL
plc	Central Palawano	A	SIL	plc							Central Palawano	I	L	SIL
pld	Polari	A	SIL	pld							Polari	I	L	SIL
ple	Palu'e	A	SIL	ple							Palu'e	I	L	SIL
plg	Pilagá	A	SIL	plg							Pilagá	I	L	SIL
plh	Paulohi	A	SIL	plh							Paulohi	I	L	SIL
pli	Pali	A	JAC	pli	pli		pi			pi	Pali	I	A	
plj	Polci	A	SIL	plj							Polci	I	L	SIL
plk	Kohistani Shina	A	SIL	plk							Kohistani Shina	I	L	SIL
pll	Shwe Palaung	A	SIL	pll							Shwe Palaung	I	L	SIL
plm	Palembang	R	SIL	plm							Palembang	I	L	
pln	Palenquero	A	SIL	pln							Palenquero	I	L	SIL
plo	Oluta Popoluca	A	SIL	plo							Oluta Popoluca	I	L	SIL
plp	Palpa	A	SIL	plp							Palpa	I	L	SIL
plq	Palaic	A	LL	plq							Palaic	I	A	
plr	Palaka Senoufo	A	SIL	plr							Palaka Senoufo	I	L	SIL
pls	San Marcos Tlalcoyalco Popoloca	A	SIL	pls							San Marcos Tlalcoyalco Popoloca	I	L	SIL
plu	Palikúr	A	SIL	plu							Palikúr	I	L	SIL
plv	Southwest Palawano	A	SIL	plv							Southwest Palawano	I	L	SIL
plw	Brooke's Point Palawano	A	SIL	plw							Brooke's Point Palawano	I	L	SIL
ply	Bolyu	A	SIL	ply							Bolyu	I	L	SIL
plz	Paluan	A	SIL	plz							Paluan	I	L	SIL
pma	Paama	A	SIL	pma							Paama	I	L	SIL
pmb	Pambia	A	SIL	pmb							Pambia	I	L	SIL
pmc	Palumata	A	SIL	pmc							Palumata	I	E	SIL
pmd	Pallanganmiddang	A	SIL	pmd							Pallanganmiddang	I	E	
pme	Pwaamei	A	SIL	pme							Pwaamei	I	L	SIL
pmf	Pamona	A	SIL	pmf							Pamona	I	L	SIL
pmh	Māhārāṣṭri Prākrit	A	LL	pmh							Māhārāṣṭri Prākrit	I	H	
pmi	Northern Pumi	A	SIL	pmi							Northern Pumi	I	L	SIL
pmj	Southern Pumi	A	SIL	pmj							Southern Pumi	I	L	SIL
pmk	Pamlico	A	LL	pmk							Pamlico	I	E	
pml	Lingua Franca	A	SIL	pml							Lingua Franca	I	E	SIL
pmm	Pomo	A	SIL	pmm							Pomo	I	L	SIL
pmn	Pam	A	SIL	pmn							Pam	I	L	SIL
pmo	Pom	A	SIL	pmo							Pom	I	L	SIL
pmq	Northern Pame	A	SIL	pmq							Northern Pame	I	L	SIL
pmr	Paynamar	A	SIL	pmr							Paynamar	I	L	SIL
pms	Piemontese	A	SIL	pms							Piemontese	I	L	SIL
pmt	Tuamotuan	A	SIL	pmt							Tuamotuan	I	L	SIL
pmw	Plains Miwok	A	SIL	pmw							Plains Miwok	I	L	SIL
pmx	Poumei Naga	A	SIL	pmx							Poumei Naga	I	L	SIL
pmy	Papuan Malay	A	SIL	pmy							Papuan Malay	I	L	SIL
pmz	Southern Pame	A	SIL	pmz							Southern Pame	I	E	SIL
pna	Punan Bah-Biau	A	SIL	pna							Punan Bah-Biau	I	L	SIL
pnc	Pannei	A	SIL	pnc							Pannei	I	L	SIL
pne	Western Penan	A	SIL	pne							Western Penan	I	L	SIL
png	Pongu	A	SIL	png							Pongu	I	L	SIL
pnh	Penrhyn	A	SIL	pnh							Penrhyn	I	L	SIL
pni	Aoheng	A	SIL	pni							Aoheng	I	L	SIL
pnk	Paunaka	A	LL	pnk							Paunaka	I	L	
pnm	Punan Batu 1	A	SIL	pnm							Punan Batu 1	I	L	SIL
pnn	Pinai-Hagahai	A	SIL	pnn							Pinai-Hagahai	I	L	SIL
pno	Panobo	A	SIL	pno							Panobo	I	E	SIL
pnp	Pancana	A	SIL	pnp							Pancana	I	L	SIL
pnq	Pana (Burkina Faso)	A	SIL	pnq							Pana (Burkina Faso)	I	L	SIL
pnr	Panim	A	SIL	pnr							Panim	I	L	SIL
pns	Ponosakan	A	SIL	pns							Ponosakan	I	L	SIL
pnt	Pontic	A	SIL	pnt							Pontic	I	L	SIL
pnu	Jiongnai Bunu	A	SIL	pnu							Jiongnai Bunu	I	L	SIL
pnv	Pinigura	A	SIL	pnv							Pinigura	I	L	SIL
pnw	Panytyima	A	SIL	pnw							Panytyima	I	L	SIL
pnx	Phong-Kniang	A	SIL	pnx							Phong-Kniang	I	L	SIL
pny	Pinyin	A	SIL	pny							Pinyin	I	L	SIL
pnz	Pana (Central African Republic)	A	SIL	pnz							Pana (Central African Republic)	I	L	SIL
poa	Eastern Pokomam	R	SIL	poa							Eastern Pokomam	I	L	
pob	Western Pokomchí	R	SIL	pob							Western Pokomchí	I	L	
poc	Poqomam	A	SIL	poc							Poqomam	I	L	SIL
pod	Ponares	A	SIL	pod							Ponares	I	E	SIL
poe	San Juan Atzingo Popoloca	A	SIL	poe							San Juan Atzingo Popoloca	I	L	SIL
pof	Poke	A	SIL	pof							Poke	I	L	SIL
pog	Potiguára	A	SIL	pog							Potiguára	I	E	SIL
poh	Poqomchi'	A	SIL	poh							Poqomchi'	I	L	SIL
poi	Highland Popoluca	A	SIL	poi							Highland Popoluca	I	L	SIL
poj	Lower Pokomo	R	SIL	poj							Lower Pokomo	I	L	
pok	Pokangá	A	SIL	pok							Pokangá	I	L	SIL
pol	Polish	A	JAC	pol	pol		pl	pl			Polish	I	L	SIL
pom	Southeastern Pomo	A	SIL	pom							Southeastern Pomo	I	L	SIL
pon	Pohnpeian	A	JAC	pon	pon						Pohnpeian	I	L	SIL
poo	Central Pomo	A	SIL	poo							Central Pomo	I	L	SIL
pop	Pwapwa	A	SIL	pop							Pwapwa	I	L	SIL
poq	Texistepec Popoluca	A	SIL	poq							Texistepec Popoluca	I	L	SIL
por	Portuguese	A	JAC	por	por		pt	pt			Portuguese	I	L	SIL
pos	Sayula Popoluca	A	SIL	pos							Sayula Popoluca	I	L	SIL
pot	Potawatomi	A	SIL	pot							Potawatomi	I	L	SIL
pou	Southern Pokomam	R	SIL	pou							Southern Pokomam	I	L	
pov	Upper Guinea Crioulo	A	SIL	pov							Upper Guinea Crioulo	I	L	SIL
pow	San Felipe Otlaltepec Popoloca	A	SIL	pow							San Felipe Otlaltepec Popoloca	I	L	SIL
pox	Polabian	A	LL	pox							Polabian	I	E	
poy	Pogolo	A	SIL	poy							Pogolo	I	L	SIL
ppa	Pao	A	SIL	ppa							Pao	I	L	SIL
ppe	Papi	A	SIL	ppe							Papi	I	L	SIL
ppi	Paipai	A	SIL	ppi							Paipai	I	L	SIL
ppk	Uma	A	SIL	ppk							Uma	I	L	SIL
ppl	Pipil	A	SIL	ppl							Pipil	I	L	SIL
ppm	Papuma	A	SIL	ppm							Papuma	I	L	SIL
ppn	Papapana	A	SIL	ppn							Papapana	I	L	SIL
ppo	Folopa	A	SIL	ppo							Folopa	I	L	SIL
ppp	Pelende	A	SIL	ppp							Pelende	I	L	SIL
ppq	Pei	A	SIL	ppq							Pei	I	L	SIL
ppr	Piru	A	SIL	ppr							Piru	I	L	SIL
pps	San Luís Temalacayuca Popoloca	A	SIL	pps							San Luís Temalacayuca Popoloca	I	L	SIL
ppt	Pare	A	SIL	ppt							Pare	I	L	SIL
ppu	Papora	A	SIL	ppu							Papora	I	E	SIL
ppv	Papavô	R	SIL	ppv							Papavô	I	L	
pqa	Pa'a	A	SIL	pqa							Pa'a	I	L	SIL
pqm	Malecite-Passamaquoddy	A	SIL	pqm							Malecite-Passamaquoddy	I	L	SIL
prb	Lua'	A	SIL	prb							Lua'	I	L	SIL
prc	Parachi	A	SIL	prc							Parachi	I	L	SIL
prd	Parsi-Dari	A	SIL	prd							Parsi-Dari	I	L	SIL
pre	Principense	A	SIL	pre							Principense	I	L	SIL
prf	Paranan	A	SIL	prf							Paranan	I	L	
prg	Prussian	A	SIL	prg							Prussian	I	L	SIL
prh	Porohanon	A	SIL	prh							Porohanon	I	L	SIL
pri	Paicî	A	SIL	pri							Paicî	I	L	SIL
prk	Parauk	A	SIL	prk							Parauk	I	L	SIL
prl	Peruvian Sign Language	A	SIL	prl							Peruvian Sign Language	I	L	SIL
prm	Kibiri	A	SIL	prm							Kibiri	I	L	SIL
prn	Prasuni	A	SIL	prn							Prasuni	I	L	SIL
pro	Old Provençal (to 1500)	A	JAC	pro	pro						Old Provençal (to 1500)	I	H	LL
prp	Parsi	A	SIL	prp							Parsi	I	L	SIL
prq	Ashéninka Perené	A	SIL	prq							Ashéninka Perené	I	L	SIL
prr	Puri	A	SIL	prr							Puri	I	E	SIL
prt	Phai	A	SIL	prt							Phai	I	L	SIL
pru	Puragi	A	SIL	pru							Puragi	I	L	SIL
prv	Provençal	R	SIL	prv							Provençal	I	L	
prw	Parawen	A	SIL	prw							Parawen	I	L	SIL
prx	Purik	A	SIL	prx							Purik	I	L	SIL
pry	Pray 3	A	SIL	pry							Pray 3	I	L	SIL
prz	Providencia Sign Language	A	SIL	prz							Providencia Sign Language	I	L	SIL
psa	Asue Awyu	A	SIL	psa							Asue Awyu	I	L	SIL
psc	Persian Sign Language	A	SIL	psc							Persian Sign Language	I	L	SIL
psd	Plains Indian Sign Language	A	SIL	psd							Plains Indian Sign Language	I	L	SIL
psg	Penang Sign Language	A	SIL	psg							Penang Sign Language	I	L	SIL
psh	Southwest Pashayi	A	SIL	psh							Southwest Pashayi	I	L	SIL
psi	Southeast Pashayi	A	SIL	psi							Southeast Pashayi	I	L	SIL
psl	Puerto Rican Sign Language	A	SIL	psl							Puerto Rican Sign Language	I	L	SIL
psm	Pauserna	A	SIL	psm							Pauserna	I	E	SIL
psn	Panasuan	A	SIL	psn							Panasuan	I	L	SIL
pso	Polish Sign Language	A	SIL	pso							Polish Sign Language	I	L	SIL
psp	Philippine Sign Language	A	SIL	psp							Philippine Sign Language	I	L	SIL
psq	Pasi	A	SIL	psq							Pasi	I	L	SIL
psr	Portuguese Sign Language	A	SIL	psr							Portuguese Sign Language	I	L	SIL
pss	Kaulong	A	SIL	pss							Kaulong	I	L	SIL
psu	Sauraseni Prākrit	A	LL	psu							Sauraseni Prākrit	I	H	
psw	Port Sandwich	A	SIL	psw							Port Sandwich	I	L	SIL
psy	Piscataway	A	SIL	psy							Piscataway	I	E	SIL
pta	Pai Tavytera	A	SIL	pta							Pai Tavytera	I	L	SIL
pth	Pataxó Hã-Ha-Hãe	A	SIL	pth							Pataxó Hã-Ha-Hãe	I	E	SIL
pti	Pintiini	A	SIL	pti							Pintiini	I	L	SIL
ptn	Patani	A	SIL	ptn							Patani	I	L	SIL
pto	Zo'é	A	SIL	pto							Zo'é	I	L	SIL
ptp	Patep	A	SIL	ptp							Patep	I	L	SIL
ptr	Piamatsina	A	SIL	ptr							Piamatsina	I	L	SIL
ptt	Enrekang	A	SIL	ptt							Enrekang	I	L	SIL
ptu	Bambam	A	SIL	ptu							Bambam	I	L	SIL
ptv	Port Vato	A	SIL	ptv							Port Vato	I	L	SIL
ptw	Pentlatch	A	LL	ptw							Pentlatch	I	E	
pty	Pathiya	A	SIL	pty							Pathiya	I	L	SIL
pua	Western Highland Purepecha	A	SIL	pua							Western Highland Purepecha	I	L	SIL
pub	Purum	A	SIL	pub							Purum	I	L	SIL
puc	Punan Merap	A	SIL	puc							Punan Merap	I	L	SIL
pud	Punan Aput	A	SIL	pud							Punan Aput	I	L	SIL
pue	Puelche	A	SIL	pue							Puelche	I	L	SIL
puf	Punan Merah	A	SIL	puf							Punan Merah	I	L	SIL
pug	Phuie	A	SIL	pug							Phuie	I	L	SIL
pui	Puinave	A	SIL	pui							Puinave	I	L	SIL
puj	Punan Tubu	A	SIL	puj							Punan Tubu	I	L	SIL
puk	Pu Ko	A	SIL	puk							Pu Ko	I	L	SIL
pum	Puma	A	SIL	pum							Puma	I	L	SIL
